floor_category,yearmon,sales_date,flat_lease_status,floor,project_name,area_sqft,unit_price_psf,type_of_sale,property_type,completion_status,postal_district,planning_region,planning_area
"11-20 floor",201901,2019-01-08,Freehold,18,"SKYLINE RESIDENCES",850,2208,Resale,"Executive Condominium",Completed,4,"Central Region","Bukit Merah"
"1-10 floor",201901,2019-01-08,Non-Freehold,5,LIVIA,900,893,Resale,"Executive Condominium",Completed,18,"East Region","Pasir Ris"
"1-10 floor",201901,2019-01-08,Freehold,4,BLISS@KOVAN,1250,1442,Resale,"Executive Condominium",Completed,19,"North East Region",Hougang
"1-10 floor",201901,2019-01-08,Freehold,7,"BUKIT REGENCY",1050,1128,Resale,"Executive Condominium",Completed,21,"Central Region","Bukit Timah"
"11-20 floor",201901,2019-01-08,Non-Freehold,13,WATERTOWN,600,1327,"Sub Sale","Non-landed Properties",Completed,19,"North East Region",Punggol
"11-20 floor",201901,2019-01-08,Non-Freehold,11,"THE GARDENS AT BISHAN",900,1110,Resale,"Executive Condominium",Completed,20,"Central Region",Bishan
"1-10 floor",201901,2019-01-08,Non-Freehold,1,"CANBERRA RESIDENCES",950,814,Resale,"Executive Condominium",Completed,27,"North Region",Sembawang
"1-10 floor",201901,2019-01-08,Non-Freehold,7,"RIVER ISLES",950,929,Resale,"Executive Condominium",Completed,19,"North East Region",Punggol
"11-20 floor",201901,2019-01-08,Non-Freehold,17,"CAMELOT BY-THE-WATER",3050,1647,Resale,"Executive Condominium",Completed,15,"Central Region",Kallang
"11-20 floor",201901,2019-01-08,Non-Freehold,16,"WATERBANK AT DAKOTA",1300,1390,Resale,"Executive Condominium",Completed,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-08,Freehold,5,"ESPIRA SPRING",2650,718,Resale,"Non-landed Properties",Completed,15,"East Region",Bedok
"1-10 floor",201901,2019-01-08,Freehold,3,"BULLION PARK",800,1065,Resale,"Executive Condominium",Completed,26,"North East Region","Ang Mo Kio"
NULL,201901,2019-01-08,Non-Freehold,NULL,SUNCOTTAGES,2900,951,Resale,"Terrace House",Completed,23,"West Region","Bukit Panjang"
"1-10 floor",201901,2019-01-08,Freehold,3,"FLAMINGO VALLEY",800,1357,Resale,"Executive Condominium",Completed,15,"East Region",Bedok
NULL,201901,2019-01-08,Freehold,NULL,N.A.,2950,1010,Resale,"Terrace House",Completed,20,"Central Region",Bishan
"1-10 floor",201901,2019-01-08,Non-Freehold,4,"RIVER PLACE",1600,1473,Resale,"Executive Condominium",Completed,3,"Central Region","Singapore River"
"11-20 floor",201901,2019-01-08,Freehold,19,"AMBER RESIDENCES",1250,1802,Resale,"Executive Condominium",Completed,15,"Central Region","Marine Parade"
"21 - 30 floor",201901,2019-01-08,Non-Freehold,22,"MARGARET VILLE",900,1787,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"1-10 floor",201901,2019-01-08,Non-Freehold,3,"JEWEL @ BUANGKOK",500,1356,Resale,"Executive Condominium",Completed,19,"North East Region",Sengkang
"11-20 floor",201901,2019-01-09,Non-Freehold,11,"AFFINITY AT SERANGOON",450,1497,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Serangoon
NULL,201901,2019-01-09,Freehold,NULL,WATERCOVE,3650,691,"New Sale","Semi-Detached House",Uncompleted,27,"North Region",Sembawang
"11-20 floor",201901,2019-01-09,Freehold,17,MONTVIEW,1250,1622,Resale,"Executive Condominium",Completed,10,"Central Region","Bukit Timah"
"11-20 floor",201901,2019-01-09,Non-Freehold,13,"RIVERFRONT RESIDENCES",700,1348,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Hougang
"11-20 floor",201901,2019-01-09,Non-Freehold,10,"THE QUINTET",1250,732,Resale,"Executive Condominium",Completed,23,"West Region","Choa Chu Kang"
"1-10 floor",201901,2019-01-09,Freehold,8,"SIGNATURE PARK",1400,1286,Resale,"Executive Condominium",Completed,21,"Central Region","Bukit Timah"
"11-20 floor",201901,2019-01-09,Freehold,13,"CAIRNHILL RESIDENCES",1150,2318,Resale,"Non-landed Properties",Completed,9,"Central Region",Newton
"1-10 floor",201901,2019-01-09,Non-Freehold,4,"STIRLING RESIDENCES",700,1697,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"11-20 floor",201901,2019-01-09,Non-Freehold,13,KERRISDALE,1000,1121,Resale,"Executive Condominium",Completed,8,"Central Region",Kallang
"1-10 floor",201901,2019-01-09,Non-Freehold,8,"BARTLEY RESIDENCES",800,1456,Resale,"Non-landed Properties",Completed,19,"North East Region",Serangoon
"11-20 floor",201901,2019-01-09,Non-Freehold,15,"RIVERFRONT RESIDENCES",450,1376,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Hougang
"1-10 floor",201901,2019-01-09,Freehold,2,"COUNTRY PARK CONDOMINIUM",1400,1288,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"1-10 floor",201901,2019-01-09,Non-Freehold,3,"RIVER PLACE",700,1414,Resale,"Executive Condominium",Completed,3,"Central Region","Singapore River"
"1-10 floor",201901,2019-01-09,Freehold,5,"SKYLINE RESIDENCES",1600,1784,Resale,"Executive Condominium",Completed,4,"Central Region","Bukit Merah"
"11-20 floor",201901,2019-01-09,Non-Freehold,15,"LE QUEST",1000,1464,"New Sale","Non-landed Properties",Uncompleted,23,"West Region","Bukit Batok"
"1-10 floor",201901,2019-01-09,Freehold,1,"LANDBAY CONDOMINIUM",1150,1233,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"11-20 floor",201901,2019-01-09,Non-Freehold,11,"RIVERSOUND RESIDENCE",1350,988,Resale,"Executive Condominium",Completed,19,"North East Region",Sengkang
"11-20 floor",201901,2019-01-09,Non-Freehold,10,HILLSTA,550,1153,Resale,"Executive Condominium",Completed,23,"West Region","Bukit Batok"
"1-10 floor",201901,2019-01-09,Non-Freehold,3,"AFFINITY AT SERANGOON",450,1446,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Serangoon
"31 - 50 floor",201901,2019-01-09,Non-Freehold,37,SOUTHBANK,950,1654,Resale,"Non-landed Properties",Completed,7,"Central Region",Kallang
NULL,201901,2019-01-10,Freehold,NULL,N.A.,6100,1603,Resale,"Detached House",Completed,10,"Central Region",Tanglin
"11-20 floor",201901,2019-01-10,Freehold,14,"SKY GREEN",450,1626,Resale,"Executive Condominium",Completed,13,"Central Region",Geylang
"11-20 floor",201901,2019-01-10,Freehold,17,TRILIGHT,2350,1852,Resale,"Executive Condominium",Completed,11,"Central Region",Novena
"1-10 floor",201901,2019-01-10,Non-Freehold,8,"COCO PALMS",750,1208,Resale,"Executive Condominium",Completed,18,"East Region","Pasir Ris"
"1-10 floor",201901,2019-01-10,Non-Freehold,1,REGENTVILLE,1150,710,Resale,"Non-landed Properties",Completed,19,"North East Region",Hougang
NULL,201901,2019-01-10,Freehold,NULL,"FRANKEL ESTATE",8300,1177,Resale,"Detached House",Completed,15,"East Region",Bedok
"11-20 floor",201901,2019-01-10,Non-Freehold,10,"CITY GATE",900,1967,"Sub Sale","Non-landed Properties",Completed,7,"Central Region",Kallang
"1-10 floor",201901,2019-01-10,Non-Freehold,6,"THE CENTREPOINT",1100,2599,Resale,"Non-landed Properties",Completed,9,"Central Region",Orchard
"1-10 floor",201901,2019-01-10,Non-Freehold,6,"YISHUN EMERALD",1000,753,Resale,"Executive Condominium",Completed,27,"North Region",Yishun
"1-10 floor",201901,2019-01-10,Non-Freehold,8,"THE LANAI",950,1357,Resale,"Executive Condominium",Completed,23,"West Region","Bukit Batok"
"11-20 floor",201901,2019-01-10,Freehold,17,"SAM KIANG MANSIONS",1200,1700,Resale,"Non-landed Properties",Completed,9,"Central Region","River Valley"
"1-10 floor",201901,2019-01-10,Non-Freehold,8,"CARIBBEAN AT KEPPEL BAY",1250,1547,Resale,"Executive Condominium",Completed,4,"Central Region","Bukit Merah"
"1-10 floor",201901,2019-01-10,Freehold,5,IVORY,2000,858,Resale,"Non-landed Properties",Completed,15,"Central Region",Geylang
"1-10 floor",201901,2019-01-10,Freehold,6,"CENTRA SUITES",450,1378,Resale,"Non-landed Properties",Completed,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-10,Non-Freehold,2,"REFLECTIONS AT KEPPEL BAY",1300,1576,Resale,"Executive Condominium",Completed,4,"Central Region","Bukit Merah"
"1-10 floor",201901,2019-01-10,Freehold,2,"PEIRCE VIEW",1200,691,Resale,"Executive Condominium",Completed,20,"North East Region","Ang Mo Kio"
"1-10 floor",201901,2019-01-10,Non-Freehold,9,"COMPASS HEIGHTS",1050,921,Resale,"Non-landed Properties",Completed,19,"North East Region",Sengkang
"1-10 floor",201901,2019-01-10,Freehold,3,"EAST COAST RESIDENCES",1050,1237,Resale,"Non-landed Properties",Completed,16,"East Region",Bedok
"11-20 floor",201901,2019-01-10,Non-Freehold,13,"LE QUEST",500,1468,"New Sale","Non-landed Properties",Uncompleted,23,"West Region","Bukit Batok"
"11-20 floor",201901,2019-01-10,Freehold,11,"SCOTTS SQUARE",950,3062,Resale,"Non-landed Properties",Completed,9,"Central Region",Orchard
"1-10 floor",201901,2019-01-10,Non-Freehold,9,SEAHILL,600,1378,Resale,"Executive Condominium",Completed,5,"West Region",Clementi
"1-10 floor",201901,2019-01-10,Non-Freehold,8,"SPOTTISWOODE PARK",1250,803,Resale,"Non-landed Properties",Completed,2,"Central Region","Bukit Merah"
"1-10 floor",201901,2019-01-10,Non-Freehold,7,"THE WOODLEIGH RESIDENCES",550,1981,"New Sale","Non-landed Properties",Uncompleted,13,"Central Region","Toa Payoh"
"1-10 floor",201901,2019-01-10,Freehold,1,"SUNNYVALE RESIDENCES",1350,1235,Resale,"Non-landed Properties",Completed,15,"East Region",Bedok
"11-20 floor",201901,2019-01-10,Non-Freehold,13,"STIRLING RESIDENCES",650,1742,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
NULL,201901,2019-01-10,Freehold,NULL,"BELGRAVIA GREEN",3450,863,"New Sale","Terrace House",Uncompleted,28,"North East Region",Serangoon
"1-10 floor",201901,2019-01-10,Non-Freehold,3,D'NEST,800,1045,Resale,"Executive Condominium",Completed,18,"East Region","Pasir Ris"
"1-10 floor",201901,2019-01-10,Freehold,6,"STELLAR RV",450,1880,Resale,"Non-landed Properties",Completed,10,"Central Region",Tanglin
"11-20 floor",201901,2019-01-10,Non-Freehold,13,"THE ESTUARY",1300,1015,Resale,"Executive Condominium",Completed,27,"North Region",Yishun
"1-10 floor",201901,2019-01-10,Freehold,5,"EDELWEISS PARK CONDOMINIUM",1650,940,Resale,"Executive Condominium",Completed,17,"East Region","Pasir Ris"
"21 - 30 floor",201901,2019-01-10,Non-Freehold,22,"PARC BOTANNIA",950,1181,"New Sale","Executive Condominium",Uncompleted,28,"North East Region",Sengkang
NULL,201901,2019-01-10,Freehold,NULL,"FLORIDA PARK",3350,905,Resale,"Semi-Detached House",Completed,28,"North East Region","Ang Mo Kio"
"11-20 floor",201901,2019-01-10,Non-Freehold,12,"THE BEACON",1150,1394,Resale,"Non-landed Properties",Completed,2,"Central Region","Bukit Merah"
"1-10 floor",201901,2019-01-10,Non-Freehold,2,"BOATHOUSE RESIDENCES",900,984,Resale,"Executive Condominium",Completed,19,"North East Region",Hougang
"1-10 floor",201901,2019-01-10,Non-Freehold,6,"KINGSFORD . HILLVIEW PEAK",800,1425,"Sub Sale","Executive Condominium",Completed,23,"West Region","Bukit Batok"
"11-20 floor",201901,2019-01-11,Freehold,17,"CASSIA VIEW",1150,1224,Resale,"Non-landed Properties",Completed,14,"Central Region",Geylang
"11-20 floor",201901,2019-01-11,Freehold,17,"ARDMORE PARK",2900,3356,Resale,"Executive Condominium",Completed,10,"Central Region",Newton
"31 - 50 floor",201901,2019-01-11,Non-Freehold,31,MERAPRIME,850,1660,Resale,"Executive Condominium",Completed,3,"Central Region","Bukit Merah"
NULL,201901,2019-01-11,Freehold,NULL,N.A.,3550,1218,Resale,"Semi-Detached House",Completed,20,"Central Region",Bishan
"11-20 floor",201901,2019-01-11,Non-Freehold,15,"STIRLING RESIDENCES",700,1761,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"1-10 floor",201901,2019-01-11,Freehold,6,"LEEDON RESIDENCE",2100,2346,Resale,"Executive Condominium",Completed,10,"Central Region","Bukit Timah"
"11-20 floor",201901,2019-01-11,Non-Freehold,11,"URBAN VISTA",550,1485,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"1-10 floor",201901,2019-01-11,Freehold,9,"THE ANCHORAGE",1150,1574,Resale,"Executive Condominium",Completed,3,"Central Region",Queenstown
"1-10 floor",201901,2019-01-11,Non-Freehold,3,"KENT RIDGE HILL RESIDENCES",650,1702,"New Sale","Non-landed Properties",Uncompleted,5,"Central Region",Queenstown
"31 - 50 floor",201901,2019-01-11,Non-Freehold,34,"STIRLING RESIDENCES",750,1836,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"11-20 floor",201901,2019-01-11,Non-Freehold,18,"ESPARINA RESIDENCES",950,1041,Resale,"Executive Condominium",Completed,19,"North East Region",Sengkang
"11-20 floor",201901,2019-01-11,Non-Freehold,13,"HIGH PARK RESIDENCES",1250,1157,"Sub Sale","Non-landed Properties",Completed,28,"North East Region",Sengkang
"11-20 floor",201901,2019-01-11,Non-Freehold,17,MERAPRIME,1300,1515,Resale,"Executive Condominium",Completed,3,"Central Region","Bukit Merah"
"1-10 floor",201901,2019-01-11,Freehold,4,N.A.,1200,879,Resale,"Non-landed Properties",Completed,12,"Central Region",Novena
NULL,201901,2019-01-11,Freehold,NULL,N.A.,1850,1552,Resale,"Terrace House",Completed,19,"North East Region",Serangoon
"11-20 floor",201901,2019-01-11,Non-Freehold,16,"THE SCALA",900,1530,Resale,"Non-landed Properties",Completed,19,"North East Region",Serangoon
"11-20 floor",201901,2019-01-11,Non-Freehold,10,"THE LANAI",950,1367,Resale,"Executive Condominium",Completed,23,"West Region","Bukit Batok"
"11-20 floor",201901,2019-01-11,Freehold,19,MONTEBLEU,1150,1621,Resale,"Executive Condominium",Completed,11,"Central Region",Novena
"21 - 30 floor",201901,2019-01-11,Non-Freehold,21,"PARC BOTANNIA",500,1403,"New Sale","Executive Condominium",Uncompleted,28,"North East Region",Sengkang
"11-20 floor",201901,2019-01-11,Non-Freehold,10,"THE TRE VER",700,1582,"New Sale","Executive Condominium",Uncompleted,13,"Central Region","Toa Payoh"
"11-20 floor",201901,2019-01-11,Non-Freehold,17,"RIVERFRONT RESIDENCES",850,1195,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Hougang
"1-10 floor",201901,2019-01-11,Non-Freehold,6,"WATERFRONT GOLD",1300,1150,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"11-20 floor",201901,2019-01-11,Non-Freehold,11,"THE QUARTZ",1200,1049,Resale,"Executive Condominium",Completed,19,"North East Region",Sengkang
"21 - 30 floor",201901,2019-01-11,Non-Freehold,20,"HIGH PARK RESIDENCES",400,1290,"Sub Sale","Non-landed Properties",Uncompleted,28,"North East Region",Sengkang
"1-10 floor",201901,2019-01-12,Non-Freehold,2,"MAYFAIR GARDENS",700,2016,"New Sale","Executive Condominium",Uncompleted,21,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-12,Non-Freehold,4,"KENT RIDGE HILL RESIDENCES",1050,1805,"New Sale","Non-landed Properties",Uncompleted,5,"Central Region",Queenstown
"11-20 floor",201901,2019-01-12,Non-Freehold,15,"THE TRE VER",500,1621,"New Sale","Executive Condominium",Uncompleted,13,"Central Region","Toa Payoh"
"21 - 30 floor",201901,2019-01-12,Non-Freehold,29,"STIRLING RESIDENCES",450,2037,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"31 - 50 floor",201901,2019-01-12,Non-Freehold,31,"STIRLING RESIDENCES",700,1883,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"11-20 floor",201901,2019-01-12,Non-Freehold,12,"PARK COLONIAL",450,1873,"New Sale","Executive Condominium",Uncompleted,13,"Central Region","Toa Payoh"
"21 - 30 floor",201901,2019-01-12,Non-Freehold,27,"STIRLING RESIDENCES",1050,1781,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"21 - 30 floor",201901,2019-01-12,Non-Freehold,25,"SEASIDE RESIDENCES",1700,2127,"New Sale","Non-landed Properties",Uncompleted,15,"East Region",Bedok
"1-10 floor",201901,2019-01-12,Non-Freehold,1,"KENT RIDGE HILL RESIDENCES",850,1590,"New Sale","Non-landed Properties",Uncompleted,5,"Central Region",Queenstown
"11-20 floor",201901,2019-01-12,Non-Freehold,14,"LE QUEST",700,1496,"New Sale","Non-landed Properties",Uncompleted,23,"West Region","Bukit Batok"
"1-10 floor",201901,2019-01-12,Non-Freehold,5,"RIVERFRONT RESIDENCES",1500,1278,"New Sale","Non-landed Properties",Uncompleted,19,"North East Region",Hougang
"1-10 floor",201901,2019-01-12,Non-Freehold,8,"PARC ESTA",400,1822,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-12,Non-Freehold,8,"THE JOVELL",450,1346,"New Sale","Executive Condominium",Uncompleted,17,"East Region","Pasir Ris"
"11-20 floor",201901,2019-01-12,Non-Freehold,12,"STIRLING RESIDENCES",750,1763,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"21 - 30 floor",201901,2019-01-12,Non-Freehold,24,"STIRLING RESIDENCES",900,1876,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"1-10 floor",201901,2019-01-12,Non-Freehold,8,"STIRLING RESIDENCES",600,1748,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"1-10 floor",201901,2019-01-12,Non-Freehold,2,"KANDIS RESIDENCE",900,1275,"New Sale","Executive Condominium",Uncompleted,27,"North Region",Sembawang
"21 - 30 floor",201901,2019-01-12,Non-Freehold,26,"SEASIDE RESIDENCES",1700,2144,"New Sale","Non-landed Properties",Uncompleted,15,"East Region",Bedok
"1-10 floor",201901,2019-01-12,Freehold,3,"HARBOUR VIEW GARDENS",1000,1651,"New Sale","Non-landed Properties",Uncompleted,5,"Central Region",Queenstown
"11-20 floor",201901,2019-01-13,Non-Freehold,15,"THE TAPESTRY",1150,1124,"New Sale","Executive Condominium",Uncompleted,18,"East Region",Tampines
"11-20 floor",201901,2019-01-13,Non-Freehold,14,"THE TRE VER",600,1603,"New Sale","Executive Condominium",Uncompleted,13,"Central Region","Toa Payoh"
"1-10 floor",201901,2019-01-13,Non-Freehold,9,"THE TAPESTRY",600,1415,"New Sale","Executive Condominium",Uncompleted,18,"East Region",Tampines
"11-20 floor",201901,2019-01-13,Non-Freehold,15,"STIRLING RESIDENCES",1050,1607,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"1-10 floor",201901,2019-01-13,Non-Freehold,2,"MAYFAIR GARDENS",1100,1811,"New Sale","Executive Condominium",Uncompleted,21,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-13,Non-Freehold,5,"MAYFAIR GARDENS",1000,1679,"New Sale","Executive Condominium",Uncompleted,21,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-13,Non-Freehold,3,"MAYFAIR GARDENS",1050,1856,"New Sale","Executive Condominium",Uncompleted,21,"Central Region","Bukit Timah"
"1-10 floor",201901,2019-01-13,Non-Freehold,2,"THE TAPESTRY",450,1488,"New Sale","Executive Condominium",Uncompleted,18,"East Region",Tampines
"1-10 floor",201901,2019-01-13,Non-Freehold,1,"THE TAPESTRY",950,1328,"New Sale","Executive Condominium",Uncompleted,18,"East Region",Tampines
"1-10 floor",201901,2019-01-14,Non-Freehold,3,"KENT RIDGE HILL RESIDENCES",450,1657,"New Sale","Non-landed Properties",Uncompleted,5,"Central Region",Queenstown
NULL,201901,2019-01-14,Non-Freehold,NULL,N.A.,2100,969,Resale,"Terrace House",Completed,16,"East Region",Bedok
"1-10 floor",201901,2019-01-14,Non-Freehold,8,"EIGHT COURTYARDS",1000,875,Resale,"Executive Condominium",Completed,27,"North Region",Yishun
"11-20 floor",201901,2019-01-14,Non-Freehold,12,"DOUBLE BAY RESIDENCES",1000,1089,Resale,"Executive Condominium",Completed,18,"East Region",Tampines
"1-10 floor",201901,2019-01-14,Non-Freehold,2,"PARC ESTA",450,1759,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-14,Freehold,9,"GOLDENHILL PARK CONDOMINIUM",1350,1564,Resale,"Executive Condominium",Completed,20,"North East Region",Serangoon
"1-10 floor",201901,2019-01-14,Non-Freehold,3,"CLEMENTIWOODS CONDOMINIUM",1100,1189,Resale,"Executive Condominium",Completed,5,"West Region",Clementi
"1-10 floor",201901,2019-01-14,Non-Freehold,2,"ESPARINA RESIDENCES",1050,1066,Resale,"Executive Condominium",Completed,19,"North East Region",Sengkang
"1-10 floor",201901,2019-01-14,Freehold,5,MURANO,1550,968,Resale,"Non-landed Properties",Completed,5,"Central Region",Queenstown
"1-10 floor",201901,2019-01-14,Freehold,2,"THE ARISTO @ AMBER",650,1801,Resale,"Non-landed Properties",Completed,15,"Central Region","Marine Parade"
"1-10 floor",201901,2019-01-14,Freehold,8,"3 CUSCADEN",750,3424,"New Sale","Non-landed Properties",Uncompleted,10,"Central Region","River Valley"
"11-20 floor",201901,2019-01-14,Non-Freehold,10,"THE TAPESTRY",1000,1296,"New Sale","Executive Condominium",Uncompleted,18,"East Region",Tampines
"11-20 floor",201901,2019-01-14,Freehold,15,"FABER GARDEN CONDOMINIUM",1550,1400,Resale,"Executive Condominium",Completed,20,"Central Region",Bishan
"1-10 floor",201901,2019-01-14,Non-Freehold,3,"THE MILTONIA RESIDENCES",1000,929,Resale,"Executive Condominium",Completed,27,"North Region",Yishun
"11-20 floor",201901,2019-01-14,Non-Freehold,18,JADESCAPE,1050,1672,"New Sale","Executive Condominium",Uncompleted,20,"Central Region",Bishan
"11-20 floor",201901,2019-01-14,Non-Freehold,12,"THE TRE VER",650,1612,"New Sale","Executive Condominium",Uncompleted,13,"Central Region","Toa Payoh"
"11-20 floor",201901,2019-01-14,Non-Freehold,17,JADESCAPE,750,1822,"New Sale","Executive Condominium",Uncompleted,20,"Central Region",Bishan
"11-20 floor",201901,2019-01-14,Non-Freehold,14,"GUILIN VIEW",850,869,Resale,"Executive Condominium",Completed,23,"West Region","Bukit Batok"
"1-10 floor",201901,2019-01-14,Non-Freehold,1,"SIMS URBAN OASIS",450,1647,Resale,"Executive Condominium",Completed,14,"Central Region",Geylang
"11-20 floor",201901,2019-01-14,Non-Freehold,19,"MARINA ONE RESIDENCES",1150,2701,"New Sale","Non-landed Properties",Completed,1,"Central Region","Downtown Core"
"1-10 floor",201901,2019-01-14,Freehold,6,"PARADISE PALMS",1200,1309,Resale,"Non-landed Properties",Completed,15,"Central Region",Geylang
"11-20 floor",201901,2019-01-14,Non-Freehold,10,JADESCAPE,900,1708,"New Sale","Executive Condominium",Uncompleted,20,"Central Region",Bishan
"1-10 floor",201901,2019-01-14,Freehold,5,"THE PETALS",1300,1052,Resale,"Executive Condominium",Completed,23,"West Region","Bukit Batok"
NULL,201901,2019-01-14,Freehold,NULL,"FRANKEL ESTATE",1750,1217,Resale,"Terrace House",Completed,15,"East Region",Bedok
NULL,201901,2019-01-14,Freehold,NULL,N.A.,1600,1063,Resale,"Terrace House",Completed,19,"North East Region",Hougang
"11-20 floor",201901,2019-01-14,Non-Freehold,10,"THE SCALA",900,1453,Resale,"Non-landed Properties",Completed,19,"North East Region",Serangoon
"21 - 30 floor",201901,2019-01-14,Non-Freehold,23,"SEASIDE RESIDENCES",1700,2114,"New Sale","Non-landed Properties",Uncompleted,15,"East Region",Bedok
"11-20 floor",201901,2019-01-14,Non-Freehold,18,"MARINA ONE RESIDENCES",1150,2688,"New Sale","Non-landed Properties",Completed,1,"Central Region","Downtown Core"
"31 - 50 floor",201901,2019-01-14,Non-Freehold,35,"STIRLING RESIDENCES",1350,1854,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"11-20 floor",201901,2019-01-14,Non-Freehold,11,CASPIAN,1400,1129,Resale,"Executive Condominium",Completed,22,"West Region","Jurong West"
"1-10 floor",201901,2019-01-14,Non-Freehold,7,"THE AMSTON",1800,990,Resale,"Non-landed Properties",Completed,23,"West Region","Bukit Batok"
"21 - 30 floor",201901,2019-01-14,Non-Freehold,20,"PARC BOTANNIA",500,1389,"New Sale","Executive Condominium",Uncompleted,28,"North East Region",Sengkang
NULL,201901,2019-01-14,Freehold,NULL,"RIVER VALLEY APARTMENTS",950,1357,Resale,"Non-landed Properties",Completed,10,"Central Region",Tanglin
"1-10 floor",201901,2019-01-14,Non-Freehold,4,"KANDIS RESIDENCE",750,1207,"New Sale","Executive Condominium",Uncompleted,27,"North Region",Sembawang
"1-10 floor",201901,2019-01-14,Non-Freehold,3,"THE TAPESTRY",1450,1210,"New Sale","Executive Condominium",Uncompleted,18,"East Region",Tampines
"11-20 floor",201901,2019-01-14,Non-Freehold,13,VETRO,450,1193,Resale,"Non-landed Properties",Completed,12,"Central Region",Kallang
"1-10 floor",201901,2019-01-14,Freehold,3,"GLENDALE PARK",1500,1095,Resale,"Executive Condominium",Completed,23,"West Region","Bukit Batok"
"21 - 30 floor",201901,2019-01-14,Non-Freehold,29,"STIRLING RESIDENCES",700,1862,"New Sale","Non-landed Properties",Uncompleted,3,"Central Region",Queenstown
"1-10 floor",201901,2019-01-14,Non-Freehold,5,"ROBERTSON EDGE",450,1964,Resale,"Non-landed Properties",Completed,9,"Central Region","River Valley"
NULL,201901,2019-01-15,Freehold,NULL,"LENTOR VIEW",2050,1180,Resale,"Terrace House",Completed,26,"North East Region","Ang Mo Kio"
"1-10 floor",201901,2019-01-15,Non-Freehold,3,"SENNETT RESIDENCE",900,1321,Resale,"Executive Condominium",Completed,13,"Central Region","Toa Payoh"
"11-20 floor",201901,2019-01-15,Non-Freehold,11,"BLUE HORIZON",1150,1042,Resale,"Executive Condominium",Completed,5,"West Region",Clementi
"1-10 floor",201901,2019-01-15,Freehold,4,"THE SUMMIT",850,1251,Resale,"Executive Condominium",Completed,16,"East Region",Bedok
"11-20 floor",201901,2019-01-15,Non-Freehold,16,"CENTRAL GROVE",1250,1043,Resale,"Executive Condominium",Completed,14,"Central Region",Geylang
"11-20 floor",201901,2019-01-15,Freehold,12,"VACANZA @ EAST",1600,1104,Resale,"Executive Condominium",Completed,14,"East Region",Bedok
"11-20 floor",201901,2019-01-15,Freehold,18,TRESALVEO,1000,1618,Resale,"Executive Condominium",Completed,20,"Central Region",Bishan
"1-10 floor",201901,2019-01-15,Non-Freehold,5,"THE CREST",1850,2009,Resale,"Executive Condominium",Completed,3,"Central Region","Bukit Merah"
NULL,201901,2019-01-15,Freehold,NULL,N.A.,3650,1170,Resale,"Semi-Detached House",Completed,16,"East Region",Bedok
"1-10 floor",201901,2019-01-15,Freehold,4,"THE PIER AT ROBERTSON",1100,2120,Resale,"Non-landed Properties",Completed,9,"Central Region","Singapore River"
"1-10 floor",201901,2019-01-15,Non-Freehold,3,"PARC ESTA",450,1765,"New Sale","Non-landed Properties",Uncompleted,14,"Central Region",Geylang
"1-10 floor",201901,2019-01-15,Non-Freehold,8,"BLUE HORIZON",1150,1118,Resale,"Executive Condominium",Completed,5,"West Region",Clementi
"1-10 floor",201901,2019-01-15,Non-Freehold,6,"REGENT GROVE",950,772,Resale,"Executive Condominium",Completed,23,"West Region","Choa Chu Kang"
"1-10 floor",201901,2019-01-15,Non-Freehold,6,WATERTOWN,550,1320,"Sub Sale","Non-landed Properties",Completed,19,"North East Region",Punggol
